waiting,elapsed
16021,20000
16023,20002
16024,20001
16017,19994
16020,20002
16017,19997
16033,24017
16021,19987
16019,19998
20018,23999
16025,20007
16027,20003
20018,23992
16020,20000
16022,24002
16020,19999
16022,20001
16026,20004
16023,19997
16019,19996
16021,20002
16020,19999
15973,19998
16017,19999
12031,16014
16030,19999
16019,19989
16017,19998
16026,20009
16025,20000
16019,19993
4033,8014
16021,19988
24021,28001
16019,19997
16018,19999
16020,20002
16022,20002
16020,23998
16021,20001
16022,20001
16017,19996
16022,20004
16018,19996
16018,20000
16018,20000
16022,20004
16021,19999
16019,19998
16024,20006
16019,19993
16014,19996
16018,20004
16016,19998
16023,24007
16011,19988
16015,20004
16018,20003
16020,20002
16024,20004
16029,20005
16021,19993
16030,20008
16026,19996
16028,20002
16022,19994
16020,19998
16018,19998
16022,20004
16023,20001
16026,24003
16020,19994
16018,19998
16018,20000
16028,20010
16017,19989
16016,19999
16021,20005
16017,19996
16019,20002
16037,20018
16025,19989
16025,20000
16025,19999
16020,19995
4041,8021
16021,19980
16043,20022
16020,19977
16021,20001
16025,20004
16023,19999
16019,19995
16017,19998
16022,20005
8049,12027
16018,19969
16017,19999
16023,20006
16018,19995
16017,19999
16022,20005
16017,19995
16023,20006
16014,19991
16015,20001
16023,20008
16020,23998
16023,20002
16028,20005
16018,19991
16026,20007
16025,19999
20018,23993
12034,16016
16025,19991
16027,20002
16012,19985
16011,19999
16017,20006
16021,20004
16016,19995
16013,19997
16020,24007
16019,19999
16081,20062
16028,19947
16024,19997
16020,19995
16347,20327
12030,15683
16021,19991
16021,20000
16020,19999
16021,20001
16016,19996
16022,20005
16027,20005
16023,19997
16019,19996
16020,20000
16022,24002
16011,19990
16020,20008
16018,19998
16018,20000
16022,20004
16027,20005
16012,19985
16023,20011
16011,19988
16011,20000
16007,19996
16022,20015
16020,19998
16018,19998
16017,19999
16036,20019
16021,23985
16017,19996
16020,20003
16017,19997
17946,20000
16017,20000
14587,16003
16022,20002
16020,19998
16022,20002
16025,24003
16018,19994
16019,20000
16026,20007
16018,19992
16016,19998
16023,20007
16017,19994
16021,20004
16016,19995
16017,20001
16016,19999
16018,20002
16038,20020
16020,19982
16023,20003
28021,35999
16021,19999
16016,19995
16015,23999
16017,20002
16022,20005
16020,19998
16018,19998
16021,20003
24019,27998
16013,19994
16021,24008
16020,19999
16020,20000
16018,19998
16026,20008
16025,19999
16018,19993
16023,20005
16025,20002
16018,19993
16019,20001
16015,19996
16018,20003
16046,20029
16032,19986
8049,12017
16033,19984
16023,19989
16017,19995
16014,19996
16017,20003
16017,20000
16017,20000
16016,19999
16020,24004
16019,19999
16019,20000
16017,19998
24015,27998
12036,16021
16030,19994
16015,19985
16019,20004
16017,19998
12036,16019
16018,19982
16036,20018
16023,19987
16019,19996
16018,19999
16018,24000
16017,19999
16012,19995
16019,20007
16022,20003
16021,19999
16019,19998
24016,27997
16022,24006
16015,19993
16015,20000
16020,20005
16028,20008
16020,19992
16015,19995
16023,20008
16019,19996
16022,20003
16017,19995
16014,19997
16029,20015
16017,19988
16026,20009
16028,20003
16026,23997
16028,20003
16021,19992
16017,19996
16018,20001
16010,19992
16008,19998
16015,20006
16012,19998
16017,20005
16017,20000
16023,20006
16022,19999
16020,19998
16027,20007
16013,19986
16019,24006
16018,19999
16027,20009
16026,19999
16023,19997
16022,19999
16019,19997
16020,20001
16021,20001
16019,19998
16022,20003
16013,19991
16017,20004
16021,20004
16017,19995
16009,19993
16010,24001
24011,28001
16016,20005
16019,20003
16015,19996
16020,20005
16022,20002
8136,12114
16018,19882
16016,19998
16022,20006
16016,19994
16018,20002
16021,20003
16023,20002
16029,20006
16032,24003
16034,20003
16052,20018
16028,19978
16031,20001
16021,19990
16014,19992
16030,20016
16018,19989
16019,20000
16012,19993
16018,20006
16016,19998
16017,20001
16027,20010
12065,16038
16019,19954
16025,20006
16017,19992
16027,20010
16017,23990
16020,20003
16017,19997
16026,20009
16023,19998
16022,19998
16022,20000
16013,19991
16016,20003
16019,20003
16010,19991
16025,20015
16031,20006
16021,19990
16059,20038
16031,19972
16022,23991
16029,20007
16019,19989
16019,20001
16021,20002
16017,19996
16036,20019
16026,19990
16022,19997
16019,19996
16811,20792
16019,23209
16028,20008
16018,19991
16022,20003
16016,19994
16023,20007
24021,27998
16022,20001
16017,23995
16016,19999
16019,20003
16019,20000
16018,19999
16021,20003
16031,20010
16023,19992
16018,19996
16018,19999
16022,20004
16018,19996
16021,20003
16019,19998
16016,19997
16022,20006
16020,23998
16018,19998
16018,20000
16023,20005
20021,23998
16024,20003
16018,19994
16014,19996
16024,20010
16018,19994
16021,20003
16023,20002
16025,24002
16023,19998
16019,19996
16021,20002
16016,19995
16017,20001
16020,20003
16018,19998
16017,19999
16016,19999
16023,20007
16024,20002
16018,19994
16024,20005
16035,20011
16037,20002
16029,23992
16023,19993
16033,20011
16021,19988
16017,19996
16026,20009
16030,20004
16016,19986
16026,20010
16016,19990
16021,20005
16019,19999
16019,19999
16022,20003
16020,19998
12038,16018
16023,19985
16025,20002
16017,19993
16019,20001
24011,31992
16017,20006
16019,20002
16022,20003
16015,19994
16020,20004
16031,20011
15931,19986
16018,24001
16021,20003
16019,19998
16017,19998
12043,16026
16019,19976
16020,20001
16022,20002
16019,19997
16022,20003
16018,19996
16018,20000
16021,20003
16051,20030
16030,19979
16031,20001
16027,19996
16030,20003
16021,19991
16025,20004
16025,24000
16024,19999
16029,20006
16028,19999
16038,20010
16036,19998
16036,20000
16034,19997
16028,19995
16027,19999
16028,20000
16027,20000
16027,19999
16032,20006
16031,19999
16029,19997
16030,24001
16026,19996
16021,19995
16023,20002
16025,20002
16022,19997
16019,19998
16020,20000
16023,20003
16024,20001
16028,20004
17965,20004
16016,19984
16017,20001
16019,20002
16022,20003
16018,19996
16023,20005
16020,23997
24023,28003
16020,19998
16025,20004
16020,19994
16023,20004
16020,19997
16021,24001
16019,19998
16022,20003
16022,20000
16025,20003
16019,19994
16020,20001
16040,20020
20027,23987
16023,19996
16023,20000
4037,8014
16021,19984
16020,19999
16021,20001
16016,19995
16020,20004
16016,19996
16017,20001
16019,20002
16019,20000
16025,20006
16021,19996
16021,20000
24019,31998
16016,19997
5709,9693
