waiting,elapsed
24023,28001
24020,27996
24018,27997
24016,27998
24022,28004
20018,23996
24023,28005
24021,27998
24018,27996
24018,28000
24024,28005
24017,27993
24019,28002
24021,28002
24021,28000
24019,27998
24020,28000
24021,28001
24027,28005
24023,27995
24021,27998
24034,28012
24020,27986
24022,28002
24028,28005
24025,27997
24021,27996
20021,23999
24023,28002
24020,27995
24021,28002
24023,28002
24021,27997
24022,28001
28019,31996
20026,24007
24018,27992
24026,28007
24015,27989
24020,28005
24025,28004
24019,27995
24024,28004
24023,27998
36018,39995
16027,20009
20021,23994
24023,28000
20020,23998
24030,28009
24022,27992
36022,39999
16017,19995
20023,24005
24028,28004
24020,27990
24020,28000
24019,27999
24023,28003
24020,27996
24021,28001
24021,28000
24019,27997
24027,28008
24024,27998
24020,27994
24021,28001
24022,28001
24026,28003
20027,23999
24020,27994
24018,27997
24020,28001
32020,36000
16022,20001
24016,27994
24020,28003
24016,27996
24024,28006
24022,27999
24025,28003
24018,27992
24024,28005
24019,27995
24017,27998
24022,28004
24019,27997
24028,28008
28027,31999
20021,23993
24019,27998
20032,24012
24026,27993
24016,27991
24027,28010
24016,27988
24022,28005
24021,27999
24025,28004
24020,27995
24025,28004
24023,27997
24026,28004
24025,27999
24021,27995
36024,40003
16022,19997
20019,23996
24023,28003
24026,28003
24018,27992
24022,28003
24025,28003
20017,23992
24022,28003
24021,27999
24022,28000
24016,27994
24019,28002
24021,28002
24025,28003
24026,28001
24030,28003
24022,27990
24018,27996
24035,28016
24025,27990
32023,35998
16019,19996
24020,28000
24017,27997
24030,28012
24020,27990
24019,27999
20033,24014
24028,27994
24021,27992
24024,28003
18594,20003
16024,19997
24020,27996
24022,28001
24021,27998
24019,27998
24023,28004
24030,28007
20022,23992
24034,28011
24021,27987
24028,28006
24022,27994
24024,28001
24022,27998
24022,28000
24031,28008
24042,28010
24026,27983
24019,27993
24020,28001
24025,28003
28019,31995
20025,24005
24018,27993
24032,28013
24024,27991
24027,28003
24027,28000
20025,23997
24025,28000
24020,27995
24022,28002
24019,27996
24025,28005
24024,27998
24024,28000
24018,27994
24022,28003
24023,28000
24031,28007
24022,27991
24023,28001
24020,27996
24019,27999
24021,28000
24028,28007
24019,27991
24025,28006
24020,27995
24022,28001
20018,23996
24020,28001
24020,28000
24023,28002
24021,27998
24019,27997
24015,27996
24019,28003
24016,27997
24023,28006
24024,28000
24021,27997
24023,28001
24028,28005
24023,27995
24019,27994
24019,28000
24021,28001
24022,28001
24019,27997
24021,28001
24025,28005
24021,27996
24016,27994
20021,24004
24023,28002
24013,27990
24018,28004
24017,27998
24022,28004
24022,28000
24018,27996
24021,28002
24018,27996
24022,28003
24019,27997
24020,28000
24023,28002
24022,27999
24019,27997
24020,28000
24018,27997
24024,28005
24041,28017
24015,27974
24025,28009
24015,27990
20023,24007
24017,27994
24029,28011
24025,27996
24020,27995
24018,27997
24017,27999
24035,28017
24020,27988
24018,27995
24028,28010
24023,27994
24019,27997
24021,28002
24018,27997
24021,28002
24027,28006
24015,27987
24020,28004
24026,28006
24022,27995
20020,23998
24025,28005
24014,27989
24018,28002
24026,28008
24019,27993
24019,28000
24018,27998
24025,28006
24019,27994
24017,27997
32027,36009
16023,19996
24018,27995
24022,28003
24024,28002
24020,27996
24022,28000
24023,28001
24018,27995
24023,28005
24020,27996
20028,24008
24021,27993
24022,28000
28024,32002
20021,23997
24022,28000
24019,27997
24022,28002
24019,27996
24017,27997
24019,28002
28021,32001
20020,23999
24019,27999
24022,28002
24018,27996
24018,27999
24020,28001
24022,28003
24028,28005
24042,28013
24019,27977
24028,28008
24019,27990
20041,24022
24027,27986
24026,27998
24037,28011
24023,27985
24026,28003
24035,28009
24027,27992
24019,27991
24027,28007
24018,27992
24023,28003
24019,27997
24019,27999
24025,28005
24018,27994
24020,28001
24018,27997
24023,28004
32017,35994
16013,19996
20013,23999
24015,28001
24020,28004
24012,27992
24013,28000
24024,28010
24016,27992
24019,28002
24026,28007
24017,27991
24019,28001
24039,28019
24022,27982
24028,28006
24020,27992
24041,28021
24023,27981
24019,27996
24025,28005
24020,27995
24018,27997
20025,24006
24029,28003
24025,27996
24022,27996
24020,27998
24022,28000
24022,28001
24029,28006
24028,27999
24019,27991
24019,27999
24022,28002
24022,28001
24017,27995
24024,28005
24017,27993
24017,27999
24019,28002
23943,28001
24018,27997
24019,28000
24018,27998
24020,28001
24020,28000
24014,27994
24028,28013
24016,27988
20018,24001
24017,27999
24019,28001
24022,28003
36021,39999
16026,20004
20020,23993
24019,27998
24020,28001
24025,28004
24021,27996
24018,27996
24028,28010
24027,27998
24020,27994
24029,28008
24024,27993
24025,28001
28036,32012
20018,23980
20028,24010
24022,27995
24021,27997
24022,28001
24019,27997
24016,27996
24021,28004
24018,27997
24022,28003
24017,27995
24021,28003
24031,28010
24025,27993
24021,27996
24025,28004
24023,27996
24031,28008
24020,27990
24025,28004
24022,27997
24019,27996
20019,23999
24018,27999
24023,28005
24020,27997
24023,28002
24029,28005
24024,27996
24021,27995
24021,28000
24019,27998
24022,28002
24023,28001
24021,27998
24019,27998
24023,28003
24018,27995
24019,28000
24018,27999
24019,28000
24021,28002
24019,27997
24019,27999
24021,28002
20019,23997
24019,28001
24017,27997
24018,28000
24024,28006
24018,27994
24018,28000
24021,28002
24019,27998
24018,27998
24018,27999
24021,28002
24024,28003
24019,27995
24018,27998
24023,28004
24020,27998
24026,28005
24021,27994
24022,28001
24021,27999
24030,28009
24032,28001
24031,27999
20052,24020
24019,27967
24026,28006
24021,27995
24019,27997
24018,27999
24022,28003
32020,35998
16022,20002
24023,28001
24020,27995
24018,27998
24028,28010
24018,27989
24018,28000
24017,27999
24014,27996
24016,28001
24021,28005
24021,28000
24025,28003
24017,27991
20025,24007
36011,39986
16027,20015
20022,23996
24025,28002
24037,28011
24017,27980
24019,28001
24019,27999
24012,27993
24021,28008
24027,28006
24026,27999
24024,27998
24024,27999
24021,27996
24033,28012
24022,27988
24030,28008
24019,27989
24019,28000
20019,23999
24017,27999
24022,28004
36021,40000
16021,19999
20018,23997
24017,27998
24014,27997
24012,27997
24024,28012
24021,27996
24018,27997
24031,28012
24027,27995
24019,27992
24023,28003
24026,28003
28023,31997
20019,23995
24021,28001
24026,28005
24018,27992
24019,28000
20025,24005
24019,27993
24019,28000
24015,27996
24010,27995
24022,28012
24025,28003
24022,27997
24025,28003
24023,27998
24021,27996
24019,27998
24032,28013
24021,27989
