waiting,elapsed
12019,19999
12021,20002
12023,20002
12016,19993
12024,20007
12028,20005
12022,19994
12018,19997
12027,20008
16016,23990
12025,20008
12030,20005
12015,19986
12018,20002
12019,20001
12019,20000
12017,19998
12023,20006
12033,20010
16021,23988
12021,20000
12030,20009
12016,19986
12020,20005
12023,20002
12018,19995
12027,20009
16021,23994
12018,19997
12030,20012
12024,19994
12022,19998
12020,19998
12016,19996
12018,20002
16023,24005
12022,19999
12016,19994
12017,20001
12018,16001
12020,20002
12025,20005
12020,19995
12023,20003
12017,19994
8029,16012
12016,19987
16042,24026
12048,20006
12023,19975
12018,19995
12016,19998
12017,20001
12017,20000
12022,20005
16023,24001
12036,20014
12027,19991
12023,19996
12016,19992
12024,20008
16022,23998
12018,19996
12019,20001
12035,20016
12019,19984
12022,16003
12021,19999
12019,19998
12030,20011
12018,19988
12021,20003
12017,19996
12016,19999
12019,20003
12031,20013
12031,19999
12019,19988
12018,19999
12019,20001
12019,20000
12017,19998
12022,20005
16017,23995
12019,20002
12020,20001
12021,20001
12017,19996
16020,24004
12021,20000
12018,19997
12021,20003
12027,20006
12016,19989
12019,20003
12017,19999
12018,20000
12017,19999
12013,19996
16020,24007
12015,19996
12020,20004
12021,20001
12017,19996
12016,19999
12017,20001
12015,19998
16028,24013
12021,19993
12016,19995
12018,20002
12017,20000
12020,20002
12018,19998
12020,20002
16016,23996
12020,20004
12021,20001
12016,19995
20019,28003
12020,20001
12026,20006
12019,19993
12017,19998
12017,20000
12014,19997
12016,20002
12018,20002
12015,19997
12020,20005
12027,20007
12017,19990
12018,20001
12023,20005
12017,19994
12020,20003
12030,20010
12018,19988
16045,24028
12029,19983
12019,19991
12021,20001
12020,19999
12023,20003
20023,28000
12031,20008
12020,19989
12020,19999
12028,20009
12027,19999
12017,19991
12023,20005
12025,20002
12023,19998
12017,19995
12017,19999
12024,20007
12016,19992
20015,27999
12017,20002
12017,20000
12016,19999
12017,20001
12026,20009
8033,16007
12016,19983
12016,20000
12026,20010
12018,19992
12017,19999
16021,24004
12021,20000
12020,19999
12020,20000
12018,19998
12016,19998
12018,20002
12019,20001
16015,23996
12016,20001
12019,20003
12019,20000
12016,19997
12014,19999
12017,20002
12018,20001
24017,31999
12029,20012
12020,19991
12018,19998
12017,19999
12018,20001
12019,20001
12018,19999
12017,19999
12018,20001
12024,20006
12015,19992
12016,20000
12016,20000
12016,20000
12017,20001
12018,20001
12025,20007
12022,19997
16019,23998
12022,20003
12020,19997
12017,19997
12024,20007
12019,19995
12019,20000
12019,20000
12019,20001
12022,20002
12020,19998
12019,19999
16018,23999
12020,20002
12021,20001
12016,19995
12018,20002
20025,28007
12026,20001
12018,19992
12020,20003
12028,20007
12022,19995
12022,19999
12019,19997
12023,20004
12025,20002
12020,19996
12018,19997
12012,19994
12022,16010
12031,20009
12018,19987
12017,19999
12016,20000
12021,20004
8041,16020
12017,19976
12017,20000
12019,20002
12023,16004
12021,19998
12023,20002
12018,19996
12019,20000
12018,19999
12015,19997
12017,20002
12024,20007
12027,20003
12031,20005
12023,19991
12026,20004
12022,15996
12017,19994
12011,19994
12018,20007
12016,19998
12021,16005
12022,20001
12017,19995
12015,19998
12017,20002
12025,20008
12019,19994
12017,19998
12021,20004
12022,20001
12024,20003
12030,20005
12016,19987
12021,20004
12014,19993
12019,20005
12037,20019
12022,19984
12017,19995
16019,24002
12020,20001
12017,19997
16016,23999
12021,20005
12017,19996
12017,20000
12021,20004
12019,19998
12019,20000
12020,20001
12022,20002
12026,20004
12025,20000
12019,19993
12027,20008
16018,23991
12017,19999
12016,20000
12018,20001
12020,20003
12024,20003
12022,19998
12024,20002
16018,23994
12019,20001
12021,20002
12019,19999
12021,20001
12017,19996
12017,20000
12018,20001
16016,23998
12017,20001
12020,20003
12019,19999
12022,20003
12015,19993
12021,20006
12017,19996
16018,24001
12021,20003
12023,20002
12013,19990
12021,20008
12020,19999
12017,19998
12022,20004
16016,23994
12019,20003
12016,19997
12019,20003
12015,19996
16016,24001
12014,19998
12021,20007
12019,19999
12017,19997
12013,19996
20028,28015
12026,19998
12020,19994
12016,19996
12023,20007
12018,19995
12020,20002
12022,20002
12018,19996
12017,19999
12020,20004
12018,19997
12034,20016
12021,19987
12016,19995
12028,20012
12020,19992
12017,19997
12016,19999
12020,20003
16038,24019
12016,19978
12016,20000
12020,20004
12015,19995
12018,20003
12020,20002
12016,19996
16017,24001
12016,19999
12020,20004
12019,19999
12017,19998
12016,19999
12018,20002
12023,20005
16023,24000
12016,19993
12022,20006
12016,19994
12016,20000
12018,20002
12043,20025
12015,19972
16020,24005
12020,20000
12022,20002
12020,19998
12031,20011
12019,19988
12018,20000
12023,20005
16016,23992
12033,20017
12023,19990
12048,20025
12022,19975
12018,19996
12018,19999
12025,20008
16026,24000
16019,23993
12022,20003
12025,20003
12021,19996
12015,19994
12026,20011
12017,19991
12017,20000
12019,20002
12024,20005
12016,19992
12016,20000
12016,20000
12022,16006
12018,19996
12018,20000
12031,20013
12017,19986
12021,20004
12016,19995
12013,19997
12019,20006
12015,19996
12012,19997
12018,20005
12046,20029
12013,19967
16019,24006
12020,20002
12024,20003
20024,28000
12023,19999
12020,19997
12037,20017
12033,19996
12027,19994
8038,16011
12022,19984
12023,20001
12021,19998
12025,16004
12024,19999
12018,19994
12017,19999
12029,20012
12013,19985
12018,20004
12014,19996
12016,20002
12027,20011
12010,19984
12011,20000
12014,20003
12015,16001
12013,19998
12010,19997
12015,20007
12017,20000
12018,20001
20019,28001
12016,19997
12017,20001
12024,20007
12021,19997
12017,19996
12020,20003
12029,20009
12016,19987
12017,20001
12019,20002
12019,20000
12018,20000
12015,19996
12029,20014
12017,19988
12015,19999
12014,19998
12015,20001
12015,20001
12016,20000
12017,16001
12016,19999
12020,20004
12012,19992
12020,20008
12017,19997
12017,20000
12021,20005
12017,19995
12021,20004
12015,19994
12020,20005
12014,19994
12018,20004
12016,19998
16022,24006
12016,19994
12018,20002
12034,20016
12028,19994
12017,19989
12010,19993
12015,20005
16015,24000
12024,20009
12016,19992
12025,20009
12023,19998
12017,19994
12018,20001
12024,20006
16017,23993
12019,20002
12015,19996
12014,19999
12021,20007
16021,24000
12019,19998
12017,19998
12019,20002
12029,20010
12041,20012
12017,19976
12023,20006
12019,19997
12018,19998
12017,19999
16018,24001
12018,20000
12017,19999
16025,24008
12018,19994
12019,20000
12020,20001
12030,20010
12026,19996
20018,27992
12020,20002
12016,19996
4033,12017
12018,19985
12017,19999
12019,20002
16016,23997
12020,20004
12016,19996
12031,20015
12024,19993
12023,19999
12019,19996
12020,20001
16016,23996
12019,20003
12023,20004
12021,19998
12017,19996
12015,19998
12015,16000
12015,20000
12023,20009
12018,19994
12021,20003
12018,19996
12016,19999
12017,20001
12009,19992
12015,20007
12015,19999
12026,20011
12015,19990
12015,19999
16018,24003
12021,20003
12018,19997
12016,19998
12014,19999
12025,20010
12029,20004
12019,19990
16021,24003
12018,19996
12020,20002
12022,20002
12034,20012
12021,19987
12020,19999
12018,19998
16028,24010
12020,19992
12026,20006
12016,19990
12022,20006
12028,20006
12020,19992
12022,20003
16042,24019
12023,19982
12018,19994
12021,20003
12022,20002
12021,19998
12016,19995
12019,20003
16017,23998
12021,20004
12015,19994
12017,20001
12015,19999
12015,20000
12013,19998
16022,24009
12016,19994
12015,15999
12021,20006
12015,19994
12019,20004
12015,19996
12018,20003
12022,20004
12015,19993
12016,20001
12019,20003
12023,20004
12018,19995
12021,20003
12021,20000
12020,19999
12019,19999
12020,20001
12019,19999
12015,19996
16023,24008
12014,19991
12015,20001
12019,20004
12027,20008
12020,15993
12033,20013
12021,19988
12019,19998
12017,19999
12018,20000
12019,20001
12019,20000
12019,20000
12015,19996
12027,20012
12020,19994
12023,20002
12017,19995
12018,20000
16019,24001
12018,15999
12023,20005
12021,19999
12015,19993
12017,20002
12018,24001
12012,19994
16025,24013
12016,19991
12021,20005
12017,19996
12017,20000
20015,27998
12017,20002
12013,19996
12017,20004
12017,20000
12019,20002
12040,20021
12013,19973
12015,20002
12014,19999
12026,20012
12019,19993
12016,19997
12017,16001
12014,19997
12017,20003
12015,19998
12028,20013
12017,19989
12018,20001
12014,19996
12013,19999
12012,19999
12011,19999
12025,20013
12022,19998
12017,19995
12017,20000
12021,20004
12027,20006
12019,19993
16019,23999
12008,19989
12019,20011
12016,19997
12014,19998
12016,20002
12012,19996
12014,20002
16015,24001
12016,20001
12031,20015
12018,19987
12018,20000
12017,19999
12015,19999
16021,24005
12024,20003
12017,19993
12017,20000
12017,20001
12019,20001
12016,19997
12017,20001
16017,24000
12016,19999
12019,20003
12026,20007
12023,19997
12018,19996
12017,19998
12014,19997
16021,24006
16019,23999
12018,19999
12017,19999
12018,20001
12023,20005
12019,19996
8032,16013
16018,23986
12017,19999
12029,20012
12023,19994
12021,19999
12017,19995
12009,19992
12022,20013
16018,23997
13909,20004
12022,19999
12018,19996
16018,24000
12019,20001
12022,20003
12019,19997
12017,19999
12020,20002
12017,19997
12026,20009
16018,23992
16018,24000
