waiting,elapsed
16016,24005
16016,20000
16018,24002
16016,23998
16020,20004
16035,24015
16017,23982
16018,20001
16016,23998
16018,24002
16022,20004
16022,24000
16020,23998
16023,20003
16018,23995
16019,20001
16019,24000
16018,23999
16017,19999
16039,24022
16030,23991
16046,20017
16022,23976
16024,24001
16019,19996
16019,24000
16023,24003
16023,20000
16036,24013
28023,35987
16017,23994
16030,24014
16015,23984
16021,20006
16023,24002
16017,23994
16009,19992
16015,24006
16011,23997
16020,20008
16018,23998
16016,23998
16019,20003
16024,24005
16019,23995
16019,20000
16019,24000
20020,28001
16018,23998
16021,20003
16019,23998
20015,27996
16015,24000
16019,20004
16018,23999
16017,23999
16014,19997
16009,23995
16018,24009
16020,20002
16018,23997
16013,23996
24015,28002
16012,23997
16018,24006
16015,23997
16017,24002
16011,19994
16011,24000
16010,23999
8110,12100
16016,19907
16017,24000
16015,19998
16018,24003
16016,23998
16025,20009
16036,24011
16019,23984
16031,20011
16018,23987
16021,24003
16016,19995
16016,24000
16018,24002
16020,20002
16045,24025
16011,23966
16010,19999
16014,24004
16020,20006
16017,23997
16020,24003
16018,19998
16020,24002
16027,24007
8030,12004
16020,19989
16018,23998
16023,24005
16019,19996
16019,24000
16019,20000
16017,23998
16016,23999
16017,20001
16020,24003
16016,23997
20021,24004
16017,23996
16016,23999
16013,23997
16016,20003
16018,24002
16020,24002
16018,19998
16032,24014
16042,24010
16018,19977
20017,27999
16016,23998
16021,24005
16030,20009
16022,23993
16027,24004
16017,19990
16020,24003
16016,23996
16017,20001
16018,24001
20019,28001
24019,32000
16017,23998
16018,24001
16015,19997
20026,28011
16017,23991
16024,24007
16019,19995
16018,23999
16035,24017
16029,19994
16023,23994
16031,24009
16020,19989
16024,24004
16017,23992
16023,20006
16019,23996
16025,24006
12042,16018
16018,23975
16015,19997
16011,23996
16016,20005
16015,23999
16018,24003
16018,20000
16017,23999
16012,23995
16011,19999
15936,24011
16020,23998
16019,19999
16020,24001
16019,23999
16023,20004
13460,21437
16020,22560
16022,20002
16026,24004
16017,23991
16026,20009
16018,23992
16023,24005
16023,20001
16015,23991
16023,24008
16028,20005
16016,23989
16019,20002
16018,23999
16021,24003
12033,16012
16034,24000
16018,19985
16017,23999
16022,24005
16018,19996
16016,23999
16021,24004
16021,20000
16028,24007
16020,23992
16019,19999
16025,24006
16017,23992
16028,20011
16030,24002
16017,19987
16020,24003
16018,23998
16025,20007
16019,23994
16017,23998
16016,19999
16023,24007
16034,24011
16020,19986
16029,24009
16024,23995
16021,19997
16027,24006
16013,23986
16021,20008
16013,23992
16020,24007
16031,20011
16037,24006
16025,23988
16022,19997
16022,24001
16023,20001
16020,23996
16034,24014
16017,19983
16026,24009
16020,23994
16023,20003
16024,24000
16020,23997
16020,20000
16022,24002
16025,24003
16021,19996
16019,23998
16019,24000
16018,19999
16018,24000
16024,20006
16016,23993
16029,24012
16026,23997
16021,19995
16020,23999
16028,20008
16019,23991
16018,23999
16021,20003
16027,24006
16019,23992
16017,19998
16020,24003
16016,23997
16016,19999
16019,24003
16032,24013
16019,19987
16016,23997
16018,24001
16018,20001
16021,24003
16017,23996
16023,20006
16022,23999
16022,24000
16023,20001
16027,24004
16012,19986
16016,24003
16021,24005
16017,19996
16023,24006
16020,23998
16015,19994
16019,24005
16019,23999
16022,20003
16018,23996
16024,24006
16017,19994
16014,23996
16019,24005
16016,19997
20025,28010
16020,23994
16019,23999
16017,19998
16021,24004
16017,23996
16021,20004
16028,24007
16017,23989
16021,20004
16027,20006
16028,24001
16031,24003
16024,23993
16993,20970
16031,23037
16025,23995
16017,23991
16026,20009
16019,23993
16022,24003
16022,20000
16017,23995
16016,23999
16017,20001
16018,24002
16013,23994
12027,16014
