waiting,elapsed
16041,20021
20018,23977
20018,24000
20020,24002
16022,20002
20023,24001
20017,23994
20020,24003
16027,20007
20022,23995
20023,24001
20019,23996
20021,24002
16027,20006
32018,35992
16022,20003
16018,19995
20018,24001
16019,20001
16020,20001
20019,24000
16021,20001
20017,23996
20019,24002
20018,23999
16018,20000
20017,23999
20014,23997
28030,32016
16027,19997
16027,20001
16026,19999
20015,23989
25969,28013
20020,23991
16019,19999
20022,24003
20019,23997
20026,24007
20018,23992
16025,20007
20020,23995
20022,24002
28015,31994
16017,20001
16021,20004
16019,19998
20017,23998
16024,20007
20021,23997
20019,23998
20017,23998
16017,20000
20017,24000
20018,24001
20022,24004
20026,24004
16025,19999
20020,23996
20021,24000
20022,24002
16023,20000
20027,24005
20018,23990
20027,24009
16026,20000
20027,24000
20024,23998
20025,24000
16020,19996
20023,24002
20023,24000
20024,24002
20032,24007
16027,19996
20031,24004
20027,23996
20031,24003
16030,20000
20035,24005
20031,23996
20029,23998
16023,19994
20032,24008
20026,23994
20026,24001
28025,31999
16027,20002
16025,19998
16022,19997
20019,23997
24025,28005
16021,19996
16022,20002
20025,24002
16020,19996
20024,24004
20018,23994
20018,23999
16019,20001
20018,24000
20030,24011
20019,23989
16016,19997
32028,36012
16015,19987
16033,20018
16017,19984
16024,20007
20020,23996
20021,24001
20025,24005
16022,19996
20022,24000
20022,24000
32032,36010
16023,19991
16025,20002
16021,19996
16038,20017
16020,19982
20021,24001
20021,24000
20025,24005
16021,19996
20022,24000
20030,24009
20022,23992
20023,24001
28028,32004
16022,19995
16020,19997
16017,19998
16016,19998
20023,24007
20017,23994
20017,24000
16017,20000
20015,23998
20012,23997
20016,24004
20016,24000
16016,20000
20013,23997
20231,24218
16024,19793
20016,23992
20012,23996
20023,24011
16018,19996
20019,24000
20019,24000
20019,24000
16019,20000
20017,23998
20015,23998
20019,24004
16018,19999
20022,24004
20019,23997
20016,23997
16015,19999
20020,24005
20019,23999
20021,24002
20023,24002
16025,20002
20017,23992
20024,24007
20027,24003
16019,19992
20020,24001
20017,23997
20019,24002
16016,19997
20017,24001
20021,24004
20018,23997
16015,19997
32017,36002
16017,20000
16017,20000
16016,19999
16021,20005
20019,23998
20018,23999
20025,24007
16028,20004
20134,24104
24024,27892
12029,16004
20015,23986
20017,24002
20020,24003
20016,23996
16019,20003
20027,24008
20024,23997
20023,24000
16023,19999
28022,31999
12029,16007
20020,23991
16019,19999
20020,24001
20024,24004
20019,23995
24020,28001
12042,16022
20020,23978
20020,24000
20020,24000
16016,19997
20016,23999
20020,24004
20021,24001
16024,20003
20023,23999
20018,23995
20021,24003
20022,24001
16023,20001
20025,24002
20018,23993
20018,24000
16023,20005
20020,23998
20019,23998
20027,24008
16023,19997
20022,23998
20021,23999
20021,24000
32023,36002
16020,19997
16020,20000
16021,20001
16017,19996
16022,20005
20026,24004
20024,23998
20017,23994
16023,20005
20023,24000
20023,24000
20023,24000
16019,19996
20024,24005
20025,24001
20034,24009
16048,20014
20031,23983
20027,23996
20032,24005
28038,32006
16027,19989
16022,19995
16021,19999
20016,23995
16024,20008
20022,23998
20027,24005
20017,23990
16025,20008
20027,24002
20015,23989
20018,24002
16015,19997
20020,24005
20014,23995
20014,23999
20012,23998
16015,20003
20022,24007
20020,23998
24022,28002
16024,20002
16018,19994
20017,23999
20013,23996
16025,20012
20019,23994
20026,24007
20024,23998
20021,23998
16019,19997
20023,24004
20024,24001
20024,24000
20023,23999
16026,20004
20020,23993
20020,24000
24020,28000
16018,19998
16024,20006
20019,23995
16026,20007
20026,23999
20024,23999
20020,23996
20022,24002
16024,20002
20025,24001
20021,23996
20023,24002
16016,19993
20022,24006
20017,23996
20019,24001
16029,20010
20022,23993
20025,24003
20024,24000
16026,20001
20023,23997
20038,24015
20032,23994
16026,19994
20025,23999
20016,23992
20012,23995
20015,24003
16026,20011
20018,23992
20020,24002
20018,23998
16011,19993
20017,24006
20010,23993
20017,24007
16019,20002
20018,23999
20017,23999
20017,24000
16018,20001
20027,24009
20018,23991
20019,24001
16023,20004
20022,23999
20021,23999
20021,24000
20027,24006
16019,19992
20025,24006
20021,23996
28022,32001
16019,19997
16018,19999
16021,20003
20023,24002
16022,19999
20017,23995
20021,24004
20026,24005
16018,19992
20017,23999
20025,24008
20026,24001
16036,20010
20022,23986
20041,24019
20023,23981
20017,23995
16017,20000
20016,23999
20018,24002
21987,24025
20020,23977
20023,24003
16019,19995
20019,24001
20020,24001
20011,23991
16029,20018
