waiting,elapsed
156023,161127
112038,116014
116023,119985
112025,116002
116018,119993
112020,116002
116025,120005
128026,132001
100027,104002
116043,120015
108022,111980
116024,120001
112020,115996
116028,120008
112029,116002
116025,119995
112022,115997
112021,115999
116020,119999
112020,116000
116022,120002
112021,115999
116026,120005
112020,115994
116026,120006
112022,115996
132025,136003
96023,99998
112022,115999
116020,119998
112021,116001
116017,119996
128021,132004
100018,103997
112030,116012
128020,131990
100026,104006
112024,115998
116026,120002
112021,115995
116027,120006
112019,115993
116024,120004
112019,115995
116022,120003
112024,116002
116034,120010
112020,115986
116037,120017
112012,115976
112025,116012
116020,119995
112019,115999
112018,115999
116019,120001
112017,115998
116020,120003
112021,116001
116020,119999
112021,116001
128019,131998
100024,104005
116037,120013
112033,115996
112015,115983
116029,120013
124034,128006
104024,107990
112024,115999
116027,120003
112021,115994
116030,120009
112031,116001
116035,120004
112024,115989
116021,119997
112017,115996
116040,120023
112023,115984
116036,120012
112032,115995
112032,116002
120039,124007
108029,111990
116024,119994
124023,127999
104034,108011
112027,115993
116031,120005
112022,115990
112018,115996
116025,120007
112022,115997
116021,119999
120022,124001
108030,112008
112024,115995
116031,120006
112024,115993
120047,124023
112030,115983
112029,116000
112023,115993
112026,116003
116031,120005
112024,115993
116028,120004
112022,115995
116024,120001
112020,115996
116023,120003
112019,115996
116014,119995
112024,116009
116028,120005
112025,115997
112029,116004
132035,136006
96027,99992
116019,119992
128022,132003
100039,104017
112029,115991
112024,115994
116018,119994
116038,120020
112024,115987
116025,120000
116031,120006
112030,116000
112024,115993
116027,120003
112029,116003
116024,119995
112023,115998
116018,119995
128029,132011
100020,103992
112032,116011
116020,119988
112027,116007
112043,116017
116030,119987
112043,116012
116027,119985
112027,116000
116027,119999
112024,115997
116032,120008
112022,115990
112037,116015
124024,127987
104022,107998
116033,120011
112018,115986
116025,120006
112042,116017
116019,119978
112029,116009
116024,119995
116014,119991
108029,112014
116019,119990
112019,116000
116020,120001
112021,116001
116022,120001
112028,116006
116045,120018
