waiting,elapsed
12023,24001
12021,23997
12021,24000
12019,23997
12018,23998
12018,23999
12021,24003
12015,23994
8243,20227
12048,23805
12026,19978
12021,23993
12017,23996
12021,24003
12021,24001
12025,24002
12017,23992
12035,24017
12040,24004
12025,23985
12021,23995
12023,24001
12019,23996
12020,24001
12017,23997
12019,24002
12019,23999
12017,23999
12014,31996
12020,24004
12016,23996
12017,24001
12019,24001
12020,24000
12020,24000
12020,23999
12019,23999
12016,23997
12011,23994
12022,24011
12021,23998
12018,23996
12024,24005
12024,24000
12025,24001
12034,24007
12020,23987
12020,23999
20020,32000
12024,24004
12026,24001
12019,23993
12017,23998
12016,23997
12016,24000
12019,24002
12016,23997
12019,24002
12023,24003
12033,24010
12015,23982
12015,24000
12015,23998
12019,24004
12019,24001
12022,24002
12027,24005
12021,23994
12024,24002
12028,24004
12024,23995
12026,24003
12024,23997
12024,23999
12031,24006
12019,23988
12034,24013
12033,23999
12038,24005
12028,23989
12028,24000
12024,23994
12027,24003
12023,23995
12036,24013
12026,23989
12022,23996
12031,24008
12031,24000
12026,23994
12031,24005
12024,27992
12035,20010
8062,20026
12029,23966
12034,24005
12033,23999
12041,24007
12025,23984
12029,24004
12037,24007
12025,23988
12026,24000
12025,23999
12025,24000
12024,23998
12028,24004
2373,7700
12033,16303
12031,23998
12023,23991
12024,24000
12025,24002
12025,23999
12026,24000
12031,24006
12046,24014
12021,23975
12026,24004
12018,23992
12022,24002
12022,23999
12023,24001
12024,24001
12027,24002
12028,24000
12036,24008
12026,23990
12026,23999
12023,23996
12023,24000
12023,23999
12022,23999
16033,28010
12031,23998
2358,3683
12041,20326
12028,23987
12031,24002
12027,23995
12030,24003
12022,23992
12026,24004
12027,23999
12040,24013
12030,27989
12032,24002
12034,24002
12033,23999
12039,24006
12024,27986
12031,24006
12029,23997
12027,23998
12027,24000
12021,23993
12020,23998
12023,24002
12129,24106
12024,23895
12026,24002
12029,24003
12150,24120
12022,23872
12027,24003
12022,23996
12027,24004
12023,23996
12022,23999
12026,24004
12018,23991
12024,24005
12027,24002
12025,23999
12026,24000
12028,24002
12032,24004
12040,24007
12028,23987
12028,24000
12021,23993
12026,24004
12034,24007
12031,23996
12027,23995
12042,24015
12027,23984
12027,24000
12036,24009
12032,23995
12031,23999
12029,23999
12049,24020
12022,23973
12025,24002
12021,23995
12017,23996
12020,24003
12023,24002
12023,23999
12023,24001
8033,16008
8027,15994
12023,23995
12029,24006
12032,24004
12033,23999
12026,23993
12023,23997
12031,24007
12036,24005
12037,24000
12024,23987
12025,24001
12034,24008
12027,23994
12027,23999
12030,24002
12025,23995
12020,23995
12033,16012
12035,24002
12022,23986
12026,24003
12034,24008
12025,23990
12030,24005
12027,23996
12027,23999
8036,20008
12024,23989
12025,24000
12022,23996
12026,24004
12028,24003
11816,20002
12029,23998
12023,23994
12032,24009
12031,23998
12028,23996
12026,23998
12027,24000
12024,23997
12025,24001
14669,23998
12024,24000
12030,24005
12025,23995
12029,24003
12028,23998
12026,23999
12034,24007
12031,23996
12024,23993
12018,23992
12020,24002
12025,24004
12019,23994
12023,24004
8045,20022
12024,23978
12022,23998
16023,27999
12017,23994
12018,24000
12040,24022
12027,23986
12031,24003
12033,24001
12020,23987
12034,24013
12022,23989
12020,23998
12023,24002
12022,23998
12021,24000
12014,23992
12018,24003
12027,24008
12026,23999
12028,24001
12070,24042
12026,23956
12021,23994
12027,24006
12021,27993
12026,24004
12015,23988
12024,24009
12020,23995
12025,24005
12026,24000
12025,23999
12026,24001
12027,24000
12038,24010
12037,23999
12031,23995
1033,10355
12026,13639
12025,23997
12057,24033
12032,23974
12028,23996
12021,23992
12031,24010
12028,23997
12026,23997
12033,24007
12025,23991
12033,24009
12027,23992
12042,24016
12028,23986
12033,24003
12023,23990
12031,24007
9468,21438
12031,22562
12041,24010
12038,23997
12029,23991
12022,23991
12024,24002
12022,23998
12030,24007
12040,24010
12025,23985
12023,23997
12032,24010
12022,23988
12028,24006
12031,24003
12030,23998
12031,24000
12030,23999
12036,24006
12048,24011
12026,27978
12030,24003
12028,23997
12025,23996
12028,24002
12025,19997
12033,24007
12023,23989
12034,28010
12041,24007
12034,23992
12021,23987
12023,24000
12025,20002
12030,24006
12023,23991
12023,24000
12026,24002
12027,24001
12035,24007
12027,23992
12028,24000
12028,24000
12022,23994
12040,24018
12029,23988
12032,24003
12026,23994
12029,24002
12028,23999
12029,24001
12032,24002
12029,23996
12031,24003
12026,23993
12030,24004
12030,24000
12032,24001
12020,23988
12016,23995
12016,24000
12018,24001
12017,23998
12018,24001
12010,23992
12023,24012
8039,20015
12021,23982
12019,23997
12018,23999
12028,24009
12017,23990
12017,23999
12018,24000
12018,24000
12017,23999
12014,23997
12020,24006
12031,24010
12020,23988
12015,23994
12021,24005
12020,23999
12016,23997
12018,24001
12017,23998
12020,24004
12016,23994
11919,20000
12019,24002
2132,7466
12021,16535
12018,23996
12012,23994
12014,24001
12023,24009
12018,23994
12031,24013
12020,23988
12023,24002
12034,24011
12018,23983
12026,24008
12018,23992
12017,23998
12012,23994
12021,24008
12021,24000
12030,24009
12019,23990
8051,20030
12023,23972
12024,24001
12019,23995
12016,23996
12016,23999
12016,23999
12014,23998
12029,24015
12015,23985
12020,24005
12022,24001
12024,24001
12024,24000
12025,24001
12024,23999
12019,23995
12020,24001
12023,24002
12021,23997
12023,24001
12020,23997
11904,19998
12024,24004
12022,23997
12020,23998
12020,24000
12016,23995
12022,24005
12024,24001
12022,23998
12018,23995
12023,24005
12019,23996
12022,24002
12024,24003
12011,23986
12018,24006
12024,24005
12022,23998
12022,23998
12017,23995
12014,23996
12019,24004
12021,24002
12016,15996
12031,24014
12017,23985
12016,23999
12018,24002
12019,24001
12025,24006
12017,23991
12015,23997
8030,20015
12025,23994
12017,23992
12021,24003
9454,21433
12023,22569
12022,23999
12020,23998
12023,24002
12020,23997
12020,23999
12018,23997
12015,23997
12020,24004
12014,23993
12018,24003
12018,24000
12019,24001
12030,24009
12019,23989
12021,24001
12017,23995
12022,24005
12027,24005
12016,23989
12018,24001
12016,23998
12025,24008
12017,23991
12017,24000
12021,24003
12020,23999
12042,24022
12029,23986
12030,24002
12018,23987
12017,23998
12030,24013
12016,23986
12013,23996
12014,24001
12017,24002
12017,23999
12025,24008
12017,23992
12025,24007
12018,23994
12012,23994
12023,24010
12015,23992
12023,24007
12021,23997
12018,23996
12017,23999
12016,23998
12026,24009
12017,23991
12018,24001
12021,24001
12027,24006
12023,23997
12020,23996
12019,23997
12023,24003
12018,23995
12018,23999
12019,24000
12019,24000
12029,24010
12026,23996
12032,24005
8031,20000
12019,23987
12031,24011
12024,23993
12025,24001
12024,23998
12025,24000
12020,23995
12022,24001
12028,24007
12024,23995
12027,24003
12029,24001
12036,24006
12025,23988
12020,23995
12024,24003
12018,23996
12022,24003
12024,24001
12022,23997
12017,23995
12021,24004
12020,23997
12030,24009
12025,23995
12028,24003
12024,23995
12021,23996
12018,23997
12017,23997
12027,24010
12022,23995
12027,24004
12027,24000
12026,23998
12033,24007
12020,23986
12037,24016
12021,23984
12021,24000
12023,24001
12026,24003
16022,27996
12018,23996
12015,23996
12022,28006
12023,24000
12016,23993
12018,24002
12018,23999
12020,20002
12021,24000
12022,24000
12021,23998
12022,24000
12024,24002
12023,23998
12017,23995
12022,24004
12022,23999
12024,24002
