waiting,elapsed
36031,36521
132027,135995
140023,143996
140019,143996
144024,148004
140029,144004
140022,143994
144033,148010
140035,144002
140021,143986
144030,148007
140029,144000
140047,144018
140030,143982
144013,147983
140028,144014
140030,144002
144038,148008
140030,143991
140026,143996
140035,144010
144024,147988
140046,144021
140028,143983
144026,147996
140032,144006
140024,143992
144035,148011
140028,143994
140030,144000
140030,144000
144023,147993
140026,144002
140024,143997
144023,148000
140021,143997
144029,148007
140037,144009
140029,143991
144027,147998
140025,143998
140031,144005
144030,148000
140037,144006
140031,143994
140024,143993
144027,148003
140033,144006
140042,144008
144029,147987
140026,143997
140039,144013
140025,143985
144029,148003
140024,143996
140030,144005
144041,148010
140023,143983
140041,144016
144039,147998
140031,143992
140032,144001
140034,144001
144030,147996
152025,155994
128031,132005
144037,148007
140026,143989
140025,143998
140039,144014
144033,147993
140028,143995
140026,143997
144028,148002
140039,144011
140019,143981
144030,148009
140022,143993
140024,144000
144022,147998
140036,144014
140027,143990
144030,148004
140032,144002
140027,143995
140029,144000
144025,147995
140028,144003
144034,148006
140029,143996
140023,143993
144032,148007
140020,143989
140029,144007
144033,148004
140034,144002
140027,143993
144033,148005
140034,144002
140029,143994
140031,144001
144038,148006
140030,143994
140024,143994
144026,148001
148030,152003
132024,135994
144030,148004
140035,144005
140022,143988
140023,144000
144031,148008
140028,143996
144022,147994
140030,144007
140037,144007
144023,147987
140026,144002
140029,144002
144046,148017
144032,147986
136028,139995
140024,143996
144030,148006
140028,143999
140032,144003
144027,147994
140032,144005
140034,144001
144033,147999
140025,143993
140024,143997
144027,148003
144038,148011
136028,139989
144029,148001
140033,144004
140036,144003
