waiting,elapsed
12030,20008
16034,28004
12023,23989
12040,20017
16032,27992
12025,23994
12025,20000
16026,28001
12026,19999
12028,24002
16026,27998
12034,24008
12029,19995
16034,28005
12057,24024
12023,19966
16027,28004
12027,24000
12017,19989
16024,28008
12049,24025
12025,19976
16037,28011
12025,23988
12032,20007
20025,31993
12023,23998
12034,24011
12025,19991
16027,28003
12028,24000
12046,20019
12029,23983
12025,19995
16032,28008
12031,23998
12029,19998
16020,27991
12026,24006
12044,20019
16032,27988
12026,23993
12028,20002
16022,27995
12023,24001
12025,20001
16028,28003
12033,24006
12043,20010
20024,31980
12029,24005
12024,23995
12992,20968
12033,23041
16024,27991
12026,24002
12031,20005
12024,23993
12020,19996
16022,28001
12019,23998
12025,20006
16031,28007
12027,23995
12028,20002
16027,27998
12030,24003
12028,19998
16017,27990
12024,24006
12026,20002
16023,27997
12033,24010
12022,19989
16017,27995
12024,24007
12031,20007
16019,27988
12027,24008
12036,20010
16023,27986
12033,20010
12026,23993
16021,27995
12030,24009
12022,19992
16021,27999
12022,24001
12027,20005
16021,27994
12030,24009
12021,19991
16045,28024
12038,23993
12029,19991
16029,28000
12026,19997
20019,31993
12021,24002
12018,23997
12017,19999
12019,24002
12021,24001
12027,20007
16027,28001
12026,23999
12033,20006
16027,27994
12023,19996
12028,24005
16028,28000
12027,23999
12028,20001
20023,31996
12028,24004
12036,24009
12033,19996
13898,19996
12028,23999
12027,19999
12032,24005
12043,20011
16028,27985
12028,24000
12045,20017
16031,27986
12046,24015
12023,19977
16035,28012
12023,23988
12036,20013
12032,23996
12015,19983
16023,28008
12032,16009
12030,23998
12025,23995
12033,24008
12027,19994
12030,24003
12029,19999
16026,27997
12027,24001
12034,20007
16029,27995
12034,24005
12038,20004
16031,27993
12032,24001
12033,20002
16042,28008
12037,23995
12036,19999
16030,27995
12021,23991
12015,19993
16024,28009
12023,23999
12030,20007
16034,28004
12030,23996
12024,19994
16026,28002
12033,24007
12028,19995
16030,28002
12023,23994
12027,20003
16040,28013
12035,23995
12012,19977
16023,28011
12029,24006
12041,20012
16023,27982
12046,24023
12049,20003
16036,27987
12039,24003
12030,19991
12015,15986
12034,24019
12028,23993
12024,15996
12036,24012
12029,23993
12032,24003
12033,20001
12032,23999
12028,19996
16024,27997
12024,24000
12035,20010
16030,27996
12026,19995
12034,24009
16033,27998
12029,23996
12028,20000
16040,28011
12034,23995
12024,19989
16022,27998
12027,24005
12024,19997
16023,27999
12026,24004
20025,27999
12028,24002
12032,24004
12029,23997
12035,20006
12023,23989
12030,20006
16025,27995
12015,23990
12026,20011
16026,28001
12027,20001
12026,23999
16024,27997
12031,24007
12025,19994
16021,27996
12032,24011
12025,19993
16026,28001
12027,24001
12020,19993
16027,28007
12034,24007
12041,20007
16030,27989
12025,23995
12038,20014
16029,27990
12029,24002
12033,20002
16032,27999
12035,24003
12036,20001
12027,23991
12031,20004
16026,27996
12018,23992
12020,16001
12022,24002
12015,23993
2034,4148
12020,15857
12016,23996
12023,20007
16032,28009
12036,24004
12025,19990
16040,28014
12018,23979
12010,19991
16023,28013
12025,24002
12023,19998
16027,28004
16026,27999
12028,24002
12012,19984
12026,24015
20032,28005
8036,20004
12025,23989
12028,20003
16027,28000
12032,24005
12033,20000
16027,27994
12025,23999
12027,20001
16034,28007
12027,23993
20034,28007
8041,20007
12024,23983
12030,20006
16033,28004
12073,24039
12040,19967
16039,28000
12036,23997
12032,19995
16038,28007
12033,23995
12022,19988
16026,28004
12027,24002
12032,20005
16031,27998
12026,23995
12030,20004
16028,27998
12023,23995
12022,19999
16028,28006
12031,24004
12035,20004
16053,28017
12034,23981
12033,20000
16026,27993
12030,24004
12037,20007
16033,27995
12029,23997
12021,19992
16020,27998
12020,24000
12018,19997
16022,28005
12025,24003
12022,19997
12023,24002
12020,19996
10586,15999
12018,23999
16018,28000
12022,24004
12020,19998
16020,28000
12019,23999
12019,20000
16017,27999
12026,24008
12021,19995
12014,23993
12027,20013
16019,27993
12019,23999
12020,20001
16022,28002
12021,23999
12017,19996
16018,28001
12022,24005
12020,19997
16022,28002
12018,23996
12017,19999
16041,28024
12022,23982
12026,20003
16021,27995
12031,24010
12017,19986
16017,28000
16018,28001
12015,23997
12016,20001
12016,24000
12022,20006
16024,28002
12019,23995
12029,20010
16018,27990
12019,24000
12032,20013
16024,27992
12019,23995
12023,20004
16018,27995
12023,24005
20020,27997
12021,24001
12020,23999
12024,24004
12018,19993
12020,24003
12017,19997
16021,28004
12017,23996
12011,19994
17887,28003
12017,20003
12017,24000
12038,20021
11877,19988
12019,19993
12020,24001
16016,27996
12020,24004
12038,20018
16018,27981
12020,24002
12019,19998
12015,23996
12019,20004
16017,27998
12019,24002
12015,19996
16070,28055
12020,23950
12021,20001
16033,28012
12028,23995
12022,19994
16030,28008
12020,23990
12014,19995
16028,28013
12018,23990
12017,19999
16013,27996
12025,24012
12018,19993
16021,28003
12019,23998
12019,20000
20022,32003
12019,23996
12017,23999
12018,20001
12018,24000
12019,20001
16017,27998
12026,24009
12018,19993
16018,27999
12026,24008
12028,20002
16017,27989
12021,24004
12024,20003
16020,27996
16025,28005
12019,23994
12033,20014
12020,23987
20021,28001
12026,24005
12020,23994
12020,16000
12020,24000
12015,23995
12019,24004
16016,27997
12018,24002
12018,20001
16021,28002
12024,24003
12017,19993
16057,28040
12016,23959
12020,20004
16017,27997
12033,24016
12022,19989
16029,28007
12013,19985
